id,contract_file,vulnerability,detector,function_name,function_code,dataset
11856,0x017a5d8d82afaa22bc29d75013d6ff3656e90851,Re-entrancy,reentrancy-unlimited-gas,markAsScam,"    function markAsScam(address scammer) payable hasMinimumAmountToFlag {
        uint256 numberOfTokens = div(msg.value, pricePerUnit);
        updateFlagCount(msg.sender, scammer, numberOfTokens);
        uint256 ownersFee = div(mul(msg.value, contractFeePercentage), 100); 
        uint256 insurance = msg.value - ownersFee;
        owner.transfer(ownersFee);
        flaggerInsurance[msg.sender][scammer] += insurance;
        contractsInsuranceFee[msg.sender][scammer] += ownersFee;
        theScamStampToken.transfer(scammer, numberOfTokens);
        uint256 q = mul(reliefRatio, mul(msg.value, pricePerUnit));
        MarkedAsScam(scammer, msg.sender, q);
    }",smartbugs_wild
11857,0x017a5d8d82afaa22bc29d75013d6ff3656e90851,Re-entrancy,reentrancy-unlimited-gas,forgiveIt,"    function forgiveIt(address scammer) {
        if (flaggerInsurance[msg.sender][scammer] > 0) {
            uint256 insurance = flaggerInsurance[msg.sender][scammer];
            uint256 hadFee = contractsInsuranceFee[msg.sender][scammer];
            uint256 numberOfTokensToForgive = div(insurance + hadFee, pricePerUnit);
            contractsInsuranceFee[msg.sender][scammer] = 0;
            flaggerInsurance[msg.sender][scammer] = 0;
            totalScammed[scammer] -= flaggedQuantity[scammer][msg.sender];
            totalScammedQuantity -= flaggedQuantity[scammer][msg.sender];
            flaggedQuantity[scammer][msg.sender] = 0;
            theScamStampToken.transferBack(scammer, numberOfTokensToForgive);
            msg.sender.transfer(insurance);
            Forgived(scammer, msg.sender, insurance + hadFee);
        }
    }",smartbugs_wild
11858,0x017a5d8d82afaa22bc29d75013d6ff3656e90851,Re-entrancy,reentrancy-unlimited-gas,donate,"    function donate() payable {
        owner.transfer(msg.value);
        DonationReceived(msg.sender, msg.value);
    }",smartbugs_wild
11859,0xfd8a88ad07195f603cbc48653c559b63831210d8,Timestamp-Dependency,timestamp,redeem,"    function redeem(string username, uint karma, uint sigExp, uint8 sigV, bytes32 sigR, bytes32 sigS) public {
        require(
            ecrecover(
                keccak256(abi.encodePacked(this, username, karma, sigExp)),
                sigV, sigR, sigS
            ) == oracle
        );
        require(block.timestamp < sigExp);
        require(karma > redeemedKarma[username]);
        uint newUserKarma = karma - redeemedKarma[username];
        balanceOf[msg.sender] = safeAdd(balanceOf[msg.sender], newUserKarma);
        uint newMaintainerKarma = newUserKarma / 100;
        balanceOf[maintainer] = safeAdd(balanceOf[maintainer], newMaintainerKarma);
        totalSupply = safeAdd(totalSupply, safeAdd(newUserKarma, newMaintainerKarma));
        redeemedKarma[username] = karma;
        emit Redeem(username, msg.sender, newUserKarma);
        emit Transfer(0x0, msg.sender, newUserKarma);
    }",smartbugs_wild
11860,0xf2d48b82f2f90a0d589ea144579c6f8c5a10f652,Re-entrancy,reentrancy-no-eth,setAuthority,"    function setAuthority(DSAuthority authority_)
    public
    auth {
        authority = authority_;
        emit LogSetAuthority(address(authority));
    }",smartbugs_wild
11861,0xf2d48b82f2f90a0d589ea144579c6f8c5a10f652,Re-entrancy,reentrancy-benign,burn,"    function burn(address guy, uint wad) public auth stoppable {
        if (guy != msg.sender && _approvals[guy][msg.sender] != uint(-1)) {
            require(_approvals[guy][msg.sender] >= wad, ""ds-token-insufficient-approval"");
            _approvals[guy][msg.sender] = sub(_approvals[guy][msg.sender], wad);
        }
        require(_balances[guy] >= wad, ""ds-token-insufficient-balance"");
        _balances[guy] = sub(_balances[guy], wad);
        _supply = sub(_supply, wad);
        emit Burn(guy, wad);
    }",smartbugs_wild
11862,0xe992d0edc8b5672ab48636bda3469401351c33c6,Re-entrancy,reentrancy-unlimited-gas,fallback,"    function() payable {
        require(balanceOf[this] > 0);
        uint256 tokensPerOneEther = 3000;
        uint256 tokens = tokensPerOneEther * msg.value / 1000000000000000000;
        if (tokens > balanceOf[this]) {
            tokens = balanceOf[this];
            uint valueWei = tokens * 1000000000000000000 / tokensPerOneEther;
            msg.sender.transfer(msg.value - valueWei);
        }
        require(tokens > 0);
        balanceOf[msg.sender] += tokens;
        balanceOf[this] -= tokens;
        Transfer(this, msg.sender, tokens);
    }",smartbugs_wild
11863,0xbdcf9da780448d62b741ce7a68877c7aad41e4b5,Re-entrancy,reentrancy-unlimited-gas,purchase,"    function purchase(uint256 _tokenId) public payable {
        address oldOwner = personIndexToOwner[_tokenId];
        address newOwner = msg.sender;
        uint256 sellingPrice = personIndexToPrice[_tokenId];
        require(oldOwner != newOwner);
        require(_addressNotNull(newOwner));
        require(msg.value >= sellingPrice);
        uint256 payment = uint256(SafeMath.div(SafeMath.mul(sellingPrice, 94), 100));
        uint256 purchaseExcess = SafeMath.sub(msg.value, sellingPrice);
        if (sellingPrice < firstStepLimit) {
            personIndexToPrice[_tokenId] = SafeMath.div(SafeMath.mul(sellingPrice, 200), 94);
        } else {
            personIndexToPrice[_tokenId] = SafeMath.div(SafeMath.mul(sellingPrice, 120), 94);
        }
        _transfer(oldOwner, newOwner, _tokenId);
        if (oldOwner != address(this)) {
            oldOwner.transfer(payment); 
        }
        TokenSold(_tokenId, sellingPrice, personIndexToPrice[_tokenId], oldOwner, newOwner, persons[_tokenId].name);
        msg.sender.transfer(purchaseExcess);
    }",smartbugs_wild
11864,0xb8be713fee0b3f437be4793a23f96fec7eae4316,Timestamp-Dependency,timestamp,retractRewards,"    function retractRewards() public {
        require(winners.length > 0 && msg.sender == operator && now >= guaranteedClaimEndTime);
        uint totalAmount = 0;
        for (uint i = 0; i < winners.length; i++) {
            totalAmount += rewardAmounts[winners[i]];
            rewardAmounts[winners[i]] = 0;
        }
        require(rewardToken.transfer(msg.sender, totalAmount));
        winners.length = 0;
    }",smartbugs_wild
11865,0xb8be713fee0b3f437be4793a23f96fec7eae4316,Re-entrancy,reentrancy-no-eth,registerRewards,"    function registerRewards(address[] _winners, uint[] _rewardAmounts, uint duration) public {
        require(
            winners.length == 0 &&
            _winners.length > 0 &&
            _winners.length == _rewardAmounts.length &&
            msg.sender == operator
        );
        uint totalAmount = 0;
        for (uint i = 0; i < _winners.length; i++) {
            totalAmount += _rewardAmounts[i];
            rewardAmounts[_winners[i]] = _rewardAmounts[i];
        }
        require(rewardToken.transferFrom(msg.sender, this, totalAmount));
        winners = _winners;
        guaranteedClaimEndTime = now + duration;
    }",smartbugs_wild
11866,0xb8be713fee0b3f437be4793a23f96fec7eae4316,Re-entrancy,reentrancy-no-eth,claimReward,"    function claimReward() public {
        require(winners.length > 0 && rewardToken.transfer(msg.sender, rewardAmounts[msg.sender]));
        rewardAmounts[msg.sender] = 0;
    }",smartbugs_wild
11867,0xac2e5be23611c685676cb8e824303030cdb97fbb,Re-entrancy,reentrancy-unlimited-gas,contribute,"    function contribute(address _miner)
    internal
    notBeforeGenesis
    nonZeroValued
    notPaused
    returns(bool) {
        uint256 block = currentBlock();
        uint256 halving = currentHalving();
        uint256 hashRate = HASH_RATE_MULTIPLIER.mul(msg.value);
        Miner miner = miners[_miner];
        if (halving != 0 && halving < maxHalvings) {
            uint256 I;
            uint256 n = 0;
            for (I = halving - 1; I > 0; I--) {
                if (!halvingsHashRate[I].carried) {
                    n = n.add(1);
                } else {
                    break;
                }
            }
            for (I = halving - n; I < halving; I++) {
                if (!halvingsHashRate[I].carried) {
                    halvingsHashRate[I].carried = true;
                    halvingsHashRate[I].rate = halvingsHashRate[I].rate.add(halvingsHashRate[I - 1].rate);
                }
            }
        }
        if (halving < maxHalvings) {
            halvingsHashRate[halving].rate = halvingsHashRate[halving].rate.add(hashRate);
        }
        if (miner.block == 0) {
            miner.block = block;
        }
        miner.hashRate[halving].rate = miner.hashRate[halving].rate.add(hashRate);
        miner.totalHashRate = miner.totalHashRate.add(hashRate);
        totalHashRate = totalHashRate.add(hashRate);
        if (!bthFoundationWallet.send(msg.value)) {
            throw;
        }
        LogContribution(_miner, msg.value, hashRate, block, halving);
        return true;
    }",smartbugs_wild
11868,0xa1ea6670edf54d0cf557491cc9be249dc25dc20b,Re-entrancy,reentrancy-unlimited-gas,buy_the_tokens,"    function buy_the_tokens() onlyOwner {
        require(!bought_tokens);
        require(sale != 0x0);
        bought_tokens = true;
        developer.transfer(fees);
        contract_eth_value = this.balance;
        contract_eth_value_bonus = this.balance;
        sale.transfer(contract_eth_value);
    }",smartbugs_wild
11869,0xa1cb45a734151b63679e1aed48e4c3deb8d1908d,Re-entrancy,reentrancy-benign,approveTransfer,"    function approveTransfer(address _approvedTransfer) public onlyRole(ADMIN_ROLE) returns(bool) {
        MultiSigTransfer transferToApprove = MultiSigTransfer(_approvedTransfer);
        uint256 transferQuantity = transferToApprove.quantity();
        address deliveryAddress = transferToApprove.targetAddress();
        address requesterAddress = transferToApprove.requesterAddress();
        require(msg.sender != requesterAddress, ""a requester cannot approve an admin transfer"");
        transferToApprove.approveTransfer();
        return _transfer(deliveryAddress, owner, transferQuantity);
    }",smartbugs_wild
11870,0xa1cb45a734151b63679e1aed48e4c3deb8d1908d,Re-entrancy,reentrancy-unlimited-gas,redeemTokensForGold,"    function redeemTokensForGold(uint amount)
    public {
        require(allowRedeem);
        require(balances[msg.sender] >= amount);
        if (myDividends(true) > 0) withdraw();
        payoutsTo_[msg.sender] -= (int256)(profitPerShare_ * amount);
        balances[msg.sender] = SafeMath.sub(balances[msg.sender], amount);
        totalSupply = SafeMath.sub(totalSupply, amount);
        emit onTokenRedeem(msg.sender, amount);
    }",smartbugs_wild
11871,0xa1cb45a734151b63679e1aed48e4c3deb8d1908d,Re-entrancy,reentrancy-unlimited-gas,withdraw,"    function withdraw() {
        address _customerAddress = msg.sender;
        uint256 _dividends = myDividends(false);
        payoutsTo_[_customerAddress] += (int256)(_dividends * magnitude);
        _dividends += referralBalance_[_customerAddress];
        referralBalance_[_customerAddress] = 0;
        msg.sender.transfer(_dividends);
        onWithdraw(_customerAddress, _dividends);
    }",smartbugs_wild
11872,0xa1cb45a734151b63679e1aed48e4c3deb8d1908d,Re-entrancy,reentrancy-unlimited-gas,_transfer,"    function _transfer(address _to, address _from, uint256 _value) private returns(bool) {
        require(_value <= balances[_from], ""the balance in the from address is smaller than the tx value"");
        if (myDividends(true) > 0) withdraw();
        balances[_from] = balances[_from].sub(_value);
        balances[_to] = balances[_to].add(_value);
        payoutsTo_[_from] -= (int256)(profitPerShare_ * _value);
        payoutsTo_[_to] += (int256)(profitPerShare_ * _value);
        emit Transfer(_from, _to, _value);
        return true;
    }",smartbugs_wild
11873,0x9e2de29ba408f7ad0a014164e5fca0d2d5a45b1a,Timestamp-Dependency,timestamp,buyTokens,"    function buyTokens(address beneficiary) public payable {
        require(msg.value >= MIN_CONTRIBUTION_AMOUNT);
        require(msg.value <= MAX_CONTRIBUTION_AMOUNT);
        uint amount = _getTokenAmount(msg.value);
        if (now <= privateSaleEndDate) {
            require(MintableToken(token).totalSupply().add(amount) < PRIVATE_SALE_CAP);
        }
        require(MintableToken(token).totalSupply().add(amount) <= capForSale);
        super.buyTokens(beneficiary);
    }",smartbugs_wild
11874,0x9e2de29ba408f7ad0a014164e5fca0d2d5a45b1a,Timestamp-Dependency,timestamp,extendPrivateSaleDuration,"    function extendPrivateSaleDuration(uint256 extentionInDays) public onlyOwner returns(bool) {
        require(now <= privateSaleEndDate);
        extentionInDays = extentionInDays.mul(1 days); 
        privateSaleEndDate = privateSaleEndDate.add(extentionInDays);
        closingTime = closingTime.add(extentionInDays);
        emit LogPrivateSaleExtended(extentionInDays);
        return true;
    }",smartbugs_wild
11875,0x9e2de29ba408f7ad0a014164e5fca0d2d5a45b1a,Timestamp-Dependency,timestamp,extendMainSaleDuration,"    function extendMainSaleDuration(uint256 extentionInDays) public onlyOwner returns(bool) {
        require(now > privateSaleEndDate);
        require(!hasClosed());
        require(mainSaleDurationExtentionLimitInDays.sub(extentionInDays) >= 0);
        uint256 extention = extentionInDays.mul(1 days); 
        mainSaleDurationExtentionLimitInDays = mainSaleDurationExtentionLimitInDays.sub(extentionInDays); 
        closingTime = closingTime.add(extention);
        emit LogMainSaleExtended(extentionInDays);
        return true;
    }",smartbugs_wild
11876,0x9e2de29ba408f7ad0a014164e5fca0d2d5a45b1a,Re-entrancy,reentrancy-no-eth,mintBountyToken,"    function mintBountyToken(address beneficiary, uint256 amount) internal {
        require(MintableToken(token).totalSupply().add(amount) <= capForSale);
        require(totalMintedBountyTokens.add(amount) <= bountyTokensCap);
        MintableToken(token).mint(beneficiary, amount);
        totalMintedBountyTokens = totalMintedBountyTokens.add(amount);
    }",smartbugs_wild
11877,0x9cc5404e0ad06fe0ff4d2c7cc5f28a32ae95e483,Re-entrancy,reentrancy-unlimited-gas,adopt,"    function adopt(uint pepeId) public payable returns(uint, uint) {
        require(pepeId >= 0 && pepeId <= 15);
        if (data[pepeId].price == 10000000000000000) {
            data[pepeId].price = 20000000000000000;
        } else {
            data[pepeId].price = data[pepeId].price * 2;
        }
        require(msg.value >= data[pepeId].price * uint256(1));
        returnEth(data[pepeId].owner, (data[pepeId].price / 10) * (9));
        fee(ceoAddress, (data[pepeId].price / 10) * (1));
        data[pepeId].owner = msg.sender;
        return (pepeId, data[pepeId].price);
    }",smartbugs_wild
11878,0x91dfe531ff8ba876a505c8f1c98bafede6c7effc,Timestamp-Dependency,timestamp,_sort,"    function _sort(
        uint id, 
        uint pos 
    )
    internal {
        require(isActive(id));
        address buy_gem = address(offers[id].buy_gem);
        address pay_gem = address(offers[id].pay_gem);
        uint prev_id; 
        if (pos == 0 || !isOfferSorted(pos)) {
            pos = _find(id);
        } else {
            pos = _findpos(id, pos);
            require(offers[pos].pay_gem == offers[id].pay_gem &&
                offers[pos].buy_gem == offers[id].buy_gem);
        }
        if (pos != 0) { 
            prev_id = _rank[pos].prev;
            _rank[pos].prev = id;
            _rank[id].next = pos;
        } else { 
            prev_id = _best[pay_gem][buy_gem];
            _best[pay_gem][buy_gem] = id;
        }
        if (prev_id != 0) { 
            _rank[prev_id].next = id;
            _rank[id].prev = prev_id;
        }
        _span[pay_gem][buy_gem]++;
        LogSortedOffer(id);
    }",smartbugs_wild
11879,0x874d893b4777d821b5c342a03be422f14ca35110,Re-entrancy,reentrancy-benign,_processPurchase,"    function _processPurchase(address _beneficiary, uint256 _tokenAmount) internal {
        super._processPurchase(_beneficiary, _tokenAmount);
        tokenSold = tokenSold.add(_tokenAmount);
        if (block.timestamp < saleStartTime) {
            tokenPresaleSold = tokenPresaleSold.add(_tokenAmount);
        }
    }",smartbugs_wild
11880,0x874d893b4777d821b5c342a03be422f14ca35110,Timestamp-Dependency,timestamp,hasClosed,"    function hasClosed() public view returns(bool) {
        return tokenCapReached() || super.hasClosed();
    }",smartbugs_wild
11881,0x874d893b4777d821b5c342a03be422f14ca35110,Timestamp-Dependency,timestamp,_preValidatePurchase,"    function _preValidatePurchase(address _beneficiary, uint256 _weiAmount) internal {
        super._preValidatePurchase(_beneficiary, _weiAmount);
        uint256 tokenAmount = _getTokenAmount(_weiAmount);
        if (block.timestamp < saleStartTime) {
            require(tokenPresaleSold.add(tokenAmount) <= tokenPresaleCap);
        } else {
            require(tokenSold.add(tokenAmount) <= totalTokenSaleCap);
        }
    }",smartbugs_wild
11882,0x874d893b4777d821b5c342a03be422f14ca35110,Timestamp-Dependency,timestamp,getCurrentRate,"    function getCurrentRate() public view returns(uint256) {
        uint256 time = now;
        if (time <= salePeriods[0]) {
            return 4031;
        }
        if (time <= salePeriods[1]) {
            return 3794;
        }
        if (time <= salePeriods[2]) {
            return 3583;
        }
        if (time <= salePeriods[3]) {
            return 3395;
        }
        if (time <= salePeriods[4]) {
            return 3225;
        }
        return rate;
    }",smartbugs_wild
11883,0x7a237f06f85710b66184afcdc55e2845f1b8f0eb,Re-entrancy,reentrancy-no-eth,removePartnership,"    function removePartnership(address _hisContract)
    external
    onlyIdentityPurpose(1) {
        require(
            (
                partnershipContracts[_hisContract].authorization == PartnershipAuthorization.Authorized ||
                partnershipContracts[_hisContract].authorization == PartnershipAuthorization.Rejected
            ),
            ""Partnership must be Authorized or Rejected""
        );
        PartnershipInterface hisInterface = PartnershipInterface(_hisContract);
        bool success = hisInterface._removePartnership();
        if (success) {
            if (partnershipContracts[_hisContract].authorization == PartnershipAuthorization.Authorized) {
                delete partnershipContracts[_hisContract].created;
                delete partnershipContracts[_hisContract].symetricEncryptionEncryptedKey;
                partnershipsNumber = partnershipsNumber.sub(1);
            }
            if (keyHasPurpose(keccak256(abi.encodePacked(foundation.contractsToOwners(_hisContract))), 3)) {
                removeKey(keccak256(abi.encodePacked(foundation.contractsToOwners(_hisContract))), 3);
            }
            if (keyHasPurpose(keccak256(abi.encodePacked(_hisContract)), 3)) {
                removeKey(keccak256(abi.encodePacked(_hisContract)), 3);
            }
            partnershipContracts[_hisContract].authorization = PartnershipAuthorization.Removed;
        }
    }",smartbugs_wild
11884,0x7a237f06f85710b66184afcdc55e2845f1b8f0eb,Re-entrancy,reentrancy-no-eth,requestPartnership,"    function requestPartnership(address _hisContract, bytes _ourSymetricKey)
    external
    onlyIdentityPurpose(1) {
        require(
            partnershipContracts[_hisContract].authorization == PartnershipAuthorization.Unknown ||
            partnershipContracts[_hisContract].authorization == PartnershipAuthorization.Removed
        );
        PartnershipInterface hisInterface = PartnershipInterface(_hisContract);
        bool success = hisInterface._requestPartnership(_ourSymetricKey);
        if (success) {
            if (partnershipContracts[_hisContract].authorization == PartnershipAuthorization.Unknown) {
                knownPartnershipContracts.push(_hisContract);
            }
            partnershipContracts[_hisContract].authorization = PartnershipAuthorization.Authorized;
            partnershipContracts[_hisContract].created = uint40(now);
            addKey(keccak256(abi.encodePacked(foundation.contractsToOwners(_hisContract))), 3, 1);
            addKey(keccak256(abi.encodePacked(_hisContract)), 3, 1);
            partnershipsNumber = partnershipsNumber.add(1);
        }
    }",smartbugs_wild
11885,0x7a237f06f85710b66184afcdc55e2845f1b8f0eb,Re-entrancy,reentrancy-benign,deleteDocument,"    function deleteDocument(uint _id) external onlyIdentityPurpose(20002) {
        _deleteDocument(_id);
    }",smartbugs_wild
11886,0x7a237f06f85710b66184afcdc55e2845f1b8f0eb,Re-entrancy,reentrancy-benign,updateDocument,"    function updateDocument(
        uint _id,
        uint16 _docType,
        uint16 _docTypeVersion,
        uint40 _expires,
        bytes32 _fileChecksum,
        uint16 _fileLocationEngine,
        bytes _fileLocationHash,
        bool _encrypted
    )
    external
    onlyIdentityPurpose(20002)
    returns(uint) {
        require(_docType < 60000);
        _deleteDocument(_id);
        _createDocument(
            _docType,
            _docTypeVersion,
            _expires,
            msg.sender,
            _fileChecksum,
            _fileLocationEngine,
            _fileLocationHash,
            _encrypted,
            0
        );
        return documentsCounter;
    }",smartbugs_wild
11887,0x7a237f06f85710b66184afcdc55e2845f1b8f0eb,Re-entrancy,reentrancy-benign,rejectPartnership,"    function rejectPartnership(address _hisContract)
    external
    onlyIdentityPurpose(1) {
        require(
            partnershipContracts[_hisContract].authorization == PartnershipAuthorization.Pending,
            ""Partner must be Pending""
        );
        partnershipContracts[_hisContract].authorization = PartnershipAuthorization.Rejected;
    }",smartbugs_wild
11888,0x7a237f06f85710b66184afcdc55e2845f1b8f0eb,Re-entrancy,reentrancy-benign,identityboxBlacklist,"    function identityboxBlacklist(address _address)
    external
    onlyIdentityPurpose(20004) {
        identityboxBlacklisted[_address] = true;
    }",smartbugs_wild
11889,0x7a237f06f85710b66184afcdc55e2845f1b8f0eb,Re-entrancy,reentrancy-benign,authorizePartnership,"    function authorizePartnership(address _hisContract, bytes _ourSymetricKey)
    external
    onlyIdentityPurpose(1) {
        require(
            partnershipContracts[_hisContract].authorization == PartnershipAuthorization.Pending,
            ""Partnership must be Pending""
        );
        partnershipContracts[_hisContract].authorization = PartnershipAuthorization.Authorized;
        partnershipContracts[_hisContract].created = uint40(now);
        addKey(keccak256(abi.encodePacked(foundation.contractsToOwners(_hisContract))), 3, 1);
        addKey(keccak256(abi.encodePacked(_hisContract)), 3, 1);
        partnershipsNumber = partnershipsNumber.add(1);
        PartnershipInterface hisInterface = PartnershipInterface(_hisContract);
        hisInterface._authorizePartnership(_ourSymetricKey);
    }",smartbugs_wild
11890,0x7a237f06f85710b66184afcdc55e2845f1b8f0eb,Re-entrancy,reentrancy-benign,identityboxUnblacklist,"    function identityboxUnblacklist(address _address)
    external
    onlyIdentityPurpose(20004) {
        identityboxBlacklisted[_address] = false;
    }",smartbugs_wild
11891,0x7a237f06f85710b66184afcdc55e2845f1b8f0eb,Re-entrancy,reentrancy-benign,setPrivateProfile,"    function setPrivateProfile(
        bytes _privateEmail,
        bytes _mobile
    )
    external
    onlyIdentityPurpose(20002) {
        privateProfile.email = _privateEmail;
        privateProfile.mobile = _mobile;
    }",smartbugs_wild
11892,0x7a237f06f85710b66184afcdc55e2845f1b8f0eb,Re-entrancy,reentrancy-benign,createDocument,"    function createDocument(
        uint16 _docType,
        uint16 _docTypeVersion,
        uint40 _expires,
        bytes32 _fileChecksum,
        uint16 _fileLocationEngine,
        bytes _fileLocationHash,
        bool _encrypted
    )
    external
    onlyIdentityPurpose(20002)
    returns(uint) {
        require(_docType < 60000);
        _createDocument(
            _docType,
            _docTypeVersion,
            _expires,
            msg.sender,
            _fileChecksum,
            _fileLocationEngine,
            _fileLocationHash,
            _encrypted,
            0
        );
        return documentsCounter;
    }",smartbugs_wild
11893,0x7631ec12c8ff6f247cb3bb25d035711537c75426,Re-entrancy,reentrancy-benign,newProposal,"    function newProposal(
        address beneficiary,
        uint weiAmount,
        string jobDescription,
        bytes transactionBytecode
    )
    onlyShareholders public
    returns(uint proposalID) {
        proposalID = proposals.length++;
        Proposal storage p = proposals[proposalID];
        p.recipient = beneficiary;
        p.amount = weiAmount;
        p.description = jobDescription;
        p.proposalHash = keccak256(beneficiary, weiAmount, transactionBytecode);
        p.minExecutionDate = now + debatingPeriodInMinutes * 1 minutes;
        p.executed = false;
        p.proposalPassed = false;
        p.numberOfVotes = 0;
        ProposalAdded(proposalID, beneficiary, weiAmount, jobDescription);
        numProposals = proposalID + 1;
        return proposalID;
    }",smartbugs_wild
11894,0x7631ec12c8ff6f247cb3bb25d035711537c75426,Re-entrancy,reentrancy-benign,newProposalInEther,"    function newProposalInEther(
        address beneficiary,
        uint etherAmount,
        string jobDescription,
        bytes transactionBytecode
    )
    onlyShareholders public
    returns(uint proposalID) {
        return newProposal(beneficiary, etherAmount * 1 ether, jobDescription, transactionBytecode);
    }",smartbugs_wild
11895,0x7631ec12c8ff6f247cb3bb25d035711537c75426,Re-entrancy,reentrancy-benign,vote,"    function vote(
        uint proposalNumber,
        bool supportsProposal
    )
    onlyShareholders public
    returns(uint voteID) {
        Proposal storage p = proposals[proposalNumber];
        require(p.voted[msg.sender] != true);
        voteID = p.votes.length++;
        p.votes[voteID] = Vote({
            inSupport: supportsProposal,
            voter: msg.sender
        });
        p.voted[msg.sender] = true;
        p.numberOfVotes = voteID + 1;
        Voted(proposalNumber, supportsProposal, msg.sender);
        return voteID;
    }",smartbugs_wild
11896,0x7631ec12c8ff6f247cb3bb25d035711537c75426,Re-entrancy,reentrancy-eth,executeProposal,"    function executeProposal(uint proposalNumber, bytes transactionBytecode) public {
        Proposal storage p = proposals[proposalNumber];
        require(now > p.minExecutionDate 
            &&
            !p.executed 
            &&
            p.proposalHash == keccak256(p.recipient, p.amount, transactionBytecode)); 
        uint quorum = 0;
        uint yea = 0;
        uint nay = 0;
        for (uint i = 0; i < p.votes.length; ++i) {
            Vote storage v = p.votes[i];
            uint voteWeight = sharesTokenAddress.balanceOf(v.voter);
            quorum += voteWeight;
            if (v.inSupport) {
                yea += voteWeight;
            } else {
                nay += voteWeight;
            }
        }
        require(quorum >= minimumQuorum); 
        if (yea > nay) {
            p.executed = true;
            require(p.recipient.call.value(p.amount)(transactionBytecode));
            p.proposalPassed = true;
        } else {
            p.proposalPassed = false;
        }
        ProposalTallied(proposalNumber, yea - nay, quorum, p.proposalPassed);
    }",smartbugs_wild
11897,0x744a31ede5422355d9c2bd8c44c710404336ca84,Re-entrancy,reentrancy-eth,_payByEth,"    function _payByEth(uint256 _tokenId) internal {
        uint256 _ethAmount = msg.value;
        Auction storage _auction = tokenIdToAuction[_tokenId];
        uint256 price = _auction.price;
        require(_isOnAuction(_auction.tokenId));
        require(_ethAmount >= price);
        uint256 payExcess = _ethAmount.sub(price);
        if (price > 0) {
            _auction.seller.transfer(price);
        }
        address buyer = msg.sender;
        buyer.transfer(payExcess);
        _transfer(buyer, _tokenId);
        emit PayByEth(_auction.id, _auction.seller, msg.sender, _auction.price, _auction.endAt, _auction.tokenId);
        delete tokenIdToAuction[_tokenId];
    }",smartbugs_wild
11898,0x744a31ede5422355d9c2bd8c44c710404336ca84,Re-entrancy,reentrancy-benign,_newAuction,"    function _newAuction(uint256 _price, uint256 _tokenId, uint256 _startAt, uint256 _endAt) internal {
        require(_price == uint256(_price));
        address _seller = msg.sender;
        require(_isTokenOwner(_seller, _tokenId));
        _escrow(_seller, _tokenId);
        bytes32 auctionId = keccak256(
            abi.encodePacked(block.timestamp, _seller, _tokenId, _price)
        );
        Auction memory _order = Auction(
            auctionId,
            _seller,
            uint128(_price),
            _startAt,
            _endAt,
            _tokenId
        );
        tokenIdToAuction[_tokenId] = _order;
        emit NewAuction(auctionId, _seller, _price, _startAt, _endAt, _tokenId);
    }",smartbugs_wild
11899,0x744a31ede5422355d9c2bd8c44c710404336ca84,Timestamp-Dependency,timestamp,_isOnAuction,"    function _isOnAuction(uint256 _tokenId) internal view returns(bool) {
        Auction storage _auction = tokenIdToAuction[_tokenId];
        uint256 time = block.timestamp;
        return (time < _auction.endAt && time > _auction.startAt);
    }",smartbugs_wild
11900,0x744a31ede5422355d9c2bd8c44c710404336ca84,Timestamp-Dependency,timestamp,isOnAuction,"    function isOnAuction(uint256 _tokenId) external view returns(bool) {
        Auction storage _auction = tokenIdToAuction[_tokenId];
        uint256 time = block.timestamp;
        return (time < _auction.endAt && time > _auction.startAt);
    }",smartbugs_wild
11901,0x744a31ede5422355d9c2bd8c44c710404336ca84,Timestamp-Dependency,timestamp,isOnPreAuction,"    function isOnPreAuction(uint256 _tokenId) external view returns(bool) {
        Auction storage _auction = tokenIdToAuction[_tokenId];
        return (block.timestamp < _auction.startAt);
    }",smartbugs_wild
11902,0x744a31ede5422355d9c2bd8c44c710404336ca84,Timestamp-Dependency,timestamp,_payByErc20,"    function _payByErc20(uint256 _tokenId) internal {
        Auction storage _auction = tokenIdToAuction[_tokenId];
        uint256 price = uint256(_auction.price);
        uint256 computedErc20Price = price.mul(eth2erc20);
        uint256 balance = erc20Contract.balanceOf(msg.sender);
        require(balance >= computedErc20Price);
        require(_isOnAuction(_auction.tokenId));
        if (price > 0) {
            erc20Contract.transferFrom(msg.sender, _auction.seller, computedErc20Price);
        }
        _transfer(msg.sender, _tokenId);
        emit PayByErc20(_auction.id, _auction.seller, msg.sender, _auction.price, _auction.endAt, _auction.tokenId);
        delete tokenIdToAuction[_tokenId];
    }",smartbugs_wild
11903,0x744a31ede5422355d9c2bd8c44c710404336ca84,Timestamp-Dependency,timestamp,_cancelAuction,"    function _cancelAuction(uint256 _tokenId) internal {
        Auction storage _auction = tokenIdToAuction[_tokenId];
        require(_auction.seller == msg.sender || msg.sender == owner);
        emit CancelAuction(_auction.id, _auction.seller, _tokenId);
        _cancelEscrow(_auction.seller, _tokenId);
        delete tokenIdToAuction[_tokenId];
    }",smartbugs_wild
11904,0x6790458aa05b46defd0a691414ab611e287b1286,Re-entrancy,reentrancy-unlimited-gas,sendEther,"    function sendEther(address to, uint value)
    external
    onlymanyowners(keccak256(msg.data)) {
        require(address(0) != to);
        require(value > 0 && this.balance >= value);
        to.transfer(value);
        EtherSent(to, value);
    }",smartbugs_wild
